10,0.4
10,0.42
10,0.44
10,0.46
10,0.48
10,0.5
10,0.52
10,0.54
10,0.56
10,0.58
10,0.6
10,0.62
10,0.64
10,0.66
10,0.68
10,0.7
10,0.72
10,0.74
10,0.76
10,0.78
10,0.8
10,0.82
10,0.84
10,0.86
10,0.88
10,0.9
10,0.92
10,0.94
10,0.96
10,0.98
10,1
10,1.02
10,1.04
10,1.06
10,1.08
10,1.1
10,1.12
10,1.14
10,1.16
10,1.18
10,1.2
10.25,0.4
10.25,0.42
10.25,0.44
10.25,0.46
10.25,0.48
10.25,0.5
10.25,0.52
10.25,0.54
10.25,0.56
10.25,0.58
10.25,0.6
10.25,0.62
10.25,0.64
10.25,0.66
10.25,0.68
10.25,0.7
10.25,0.72
10.25,0.74
10.25,0.76
10.25,0.78
10.25,0.8
10.25,0.82
10.25,0.84
10.25,0.86
10.25,0.88
10.25,0.9
10.25,0.92
10.25,0.94
10.25,0.96
10.25,0.98
10.25,1
10.25,1.02
10.25,1.04
10.25,1.06
10.25,1.08
10.25,1.1
10.25,1.12
10.25,1.14
10.25,1.16
10.25,1.18
10.25,1.2
10.5,0.4
10.5,0.42
10.5,0.44
10.5,0.46
10.5,0.48
10.5,0.5
10.5,0.52
10.5,0.54
10.5,0.56
10.5,0.58
10.5,0.6
10.5,0.62
10.5,0.64
10.5,0.66
10.5,0.68
10.5,0.7
10.5,0.72
10.5,0.74
10.5,0.76
10.5,0.78
10.5,0.8
10.5,0.82
10.5,0.84
10.5,0.86
10.5,0.88
10.5,0.9
10.5,0.92
10.5,0.94
10.5,0.96
10.5,0.98
10.5,1
10.5,1.02
10.5,1.04
10.5,1.06
10.5,1.08
10.5,1.1
10.5,1.12
10.5,1.14
10.5,1.16
10.5,1.18
10.5,1.2
10.75,0.4
10.75,0.42
10.75,0.44
10.75,0.46
10.75,0.48
10.75,0.5
10.75,0.52
10.75,0.54
10.75,0.56
10.75,0.58
10.75,0.6
10.75,0.62
10.75,0.64
10.75,0.66
10.75,0.68
10.75,0.7
10.75,0.72
10.75,0.74
10.75,0.76
10.75,0.78
10.75,0.8
10.75,0.82
10.75,0.84
10.75,0.86
10.75,0.88
10.75,0.9
10.75,0.92
10.75,0.94
10.75,0.96
10.75,0.98
10.75,1
10.75,1.02
10.75,1.04
10.75,1.06
10.75,1.08
10.75,1.1
10.75,1.12
10.75,1.14
10.75,1.16
10.75,1.18
10.75,1.2
11,0.4
11,0.42
11,0.44
11,0.46
11,0.48
11,0.5
11,0.52
11,0.54
11,0.56
11,0.58
11,0.6
11,0.62
11,0.64
11,0.66
11,0.68
11,0.7
11,0.72
11,0.74
11,0.76
11,0.78
11,0.8
11,0.82
11,0.84
11,0.86
11,0.88
11,0.9
11,0.92
11,0.94
11,0.96
11,0.98
11,1
11,1.02
11,1.04
11,1.06
11,1.08
11,1.1
11,1.12
11,1.14
11,1.16
11,1.18
11,1.2
11.25,0.4
11.25,0.42
11.25,0.44
11.25,0.46
11.25,0.48
11.25,0.5
11.25,0.52
11.25,0.54
11.25,0.56
11.25,0.58
11.25,0.6
11.25,0.62
11.25,0.64
11.25,0.66
11.25,0.68
11.25,0.7
11.25,0.72
11.25,0.74
11.25,0.76
11.25,0.78
11.25,0.8
11.25,0.82
11.25,0.84
11.25,0.86
11.25,0.88
11.25,0.9
11.25,0.92
11.25,0.94
11.25,0.96
11.25,0.98
11.25,1
11.25,1.02
11.25,1.04
11.25,1.06
11.25,1.08
11.25,1.1
11.25,1.12
11.25,1.14
11.25,1.16
11.25,1.18
11.25,1.2
11.5,0.4
11.5,0.42
11.5,0.44
11.5,0.46
11.5,0.48
11.5,0.5
11.5,0.52
11.5,0.54
11.5,0.56
11.5,0.58
11.5,0.6
11.5,0.62
11.5,0.64
11.5,0.66
11.5,0.68
11.5,0.7
11.5,0.72
11.5,0.74
11.5,0.76
11.5,0.78
11.5,0.8
11.5,0.82
11.5,0.84
11.5,0.86
11.5,0.88
11.5,0.9
11.5,0.92
11.5,0.94
11.5,0.96
11.5,0.98
11.5,1
11.5,1.02
11.5,1.04
11.5,1.06
11.5,1.08
11.5,1.1
11.5,1.12
11.5,1.14
11.5,1.16
11.5,1.18
11.5,1.2
11.75,0.4
11.75,0.42
11.75,0.44
11.75,0.46
11.75,0.48
11.75,0.5
11.75,0.52
11.75,0.54
11.75,0.56
11.75,0.58
11.75,0.6
11.75,0.62
11.75,0.64
11.75,0.66
11.75,0.68
11.75,0.7
11.75,0.72
11.75,0.74
11.75,0.76
11.75,0.78
11.75,0.8
11.75,0.82
11.75,0.84
11.75,0.86
11.75,0.88
11.75,0.9
11.75,0.92
11.75,0.94
11.75,0.96
11.75,0.98
11.75,1
11.75,1.02
11.75,1.04
11.75,1.06
11.75,1.08
11.75,1.1
11.75,1.12
11.75,1.14
11.75,1.16
11.75,1.18
11.75,1.2
12,0.4
12,0.42
12,0.44
12,0.46
12,0.48
12,0.5
12,0.52
12,0.54
12,0.56
12,0.58
12,0.6
12,0.62
12,0.64
12,0.66
12,0.68
12,0.7
12,0.72
12,0.74
12,0.76
12,0.78
12,0.8
12,0.82
12,0.84
12,0.86
12,0.88
12,0.9
12,0.92
12,0.94
12,0.96
12,0.98
12,1
12,1.02
12,1.04
12,1.06
12,1.08
12,1.1
12,1.12
12,1.14
12,1.16
12,1.18
12,1.2
12.25,0.4
12.25,0.42
12.25,0.44
12.25,0.46
12.25,0.48
12.25,0.5
12.25,0.52
12.25,0.54
12.25,0.56
12.25,0.58
12.25,0.6
12.25,0.62
12.25,0.64
12.25,0.66
12.25,0.68
12.25,0.7
12.25,0.72
12.25,0.74
12.25,0.76
12.25,0.78
12.25,0.8
12.25,0.82
12.25,0.84
12.25,0.86
12.25,0.88
12.25,0.9
12.25,0.92
12.25,0.94
12.25,0.96
12.25,0.98
12.25,1
12.25,1.02
12.25,1.04
12.25,1.06
12.25,1.08
12.25,1.1
12.25,1.12
12.25,1.14
12.25,1.16
12.25,1.18
12.25,1.2
12.5,0.4
12.5,0.42
12.5,0.44
12.5,0.46
12.5,0.48
12.5,0.5
12.5,0.52
12.5,0.54
12.5,0.56
12.5,0.58
12.5,0.6
12.5,0.62
12.5,0.64
12.5,0.66
12.5,0.68
12.5,0.7
12.5,0.72
12.5,0.74
12.5,0.76
12.5,0.78
12.5,0.8
12.5,0.82
12.5,0.84
12.5,0.86
12.5,0.88
12.5,0.9
12.5,0.92
12.5,0.94
12.5,0.96
12.5,0.98
12.5,1
12.5,1.02
12.5,1.04
12.5,1.06
12.5,1.08
12.5,1.1
12.5,1.12
12.5,1.14
12.5,1.16
12.5,1.18
12.5,1.2
12.75,0.4
12.75,0.42
12.75,0.44
12.75,0.46
12.75,0.48
12.75,0.5
12.75,0.52
12.75,0.54
12.75,0.56
12.75,0.58
12.75,0.6
12.75,0.62
12.75,0.64
12.75,0.66
12.75,0.68
12.75,0.7
12.75,0.72
12.75,0.74
12.75,0.76
12.75,0.78
12.75,0.8
12.75,0.82
12.75,0.84
12.75,0.86
12.75,0.88
12.75,0.9
12.75,0.92
12.75,0.94
12.75,0.96
12.75,0.98
12.75,1
12.75,1.02
12.75,1.04
12.75,1.06
12.75,1.08
12.75,1.1
12.75,1.12
12.75,1.14
12.75,1.16
12.75,1.18
12.75,1.2
13,0.4
13,0.42
13,0.44
13,0.46
13,0.48
13,0.5
13,0.52
13,0.54
13,0.56
13,0.58
13,0.6
13,0.62
13,0.64
13,0.66
13,0.68
13,0.7
13,0.72
13,0.74
13,0.76
13,0.78
13,0.8
13,0.82
13,0.84
13,0.86
13,0.88
13,0.9
13,0.92
13,0.94
13,0.96
13,0.98
13,1
13,1.02
13,1.04
13,1.06
13,1.08
13,1.1
13,1.12
13,1.14
13,1.16
13,1.18
13,1.2
13.25,0.4
13.25,0.42
13.25,0.44
13.25,0.46
13.25,0.48
13.25,0.5
13.25,0.52
13.25,0.54
13.25,0.56
13.25,0.58
13.25,0.6
13.25,0.62
13.25,0.64
13.25,0.66
13.25,0.68
13.25,0.7
13.25,0.72
13.25,0.74
13.25,0.76
13.25,0.78
13.25,0.8
13.25,0.82
13.25,0.84
13.25,0.86
13.25,0.88
13.25,0.9
13.25,0.92
13.25,0.94
13.25,0.96
13.25,0.98
13.25,1
13.25,1.02
13.25,1.04
13.25,1.06
13.25,1.08
13.25,1.1
13.25,1.12
13.25,1.14
13.25,1.16
13.25,1.18
13.25,1.2
13.5,0.4
13.5,0.42
13.5,0.44
13.5,0.46
13.5,0.48
13.5,0.5
13.5,0.52
13.5,0.54
13.5,0.56
13.5,0.58
13.5,0.6
13.5,0.62
13.5,0.64
13.5,0.66
13.5,0.68
13.5,0.7
13.5,0.72
13.5,0.74
13.5,0.76
13.5,0.78
13.5,0.8
13.5,0.82
13.5,0.84
13.5,0.86
13.5,0.88
13.5,0.9
13.5,0.92
13.5,0.94
13.5,0.96
13.5,0.98
13.5,1
13.5,1.02
13.5,1.04
13.5,1.06
13.5,1.08
13.5,1.1
13.5,1.12
13.5,1.14
13.5,1.16
13.5,1.18
13.5,1.2
13.75,0.4
13.75,0.42
13.75,0.44
13.75,0.46
13.75,0.48
13.75,0.5
13.75,0.52
13.75,0.54
13.75,0.56
13.75,0.58
13.75,0.6
13.75,0.62
13.75,0.64
13.75,0.66
13.75,0.68
13.75,0.7
13.75,0.72
13.75,0.74
13.75,0.76
13.75,0.78
13.75,0.8
13.75,0.82
13.75,0.84
13.75,0.86
13.75,0.88
13.75,0.9
13.75,0.92
13.75,0.94
13.75,0.96
13.75,0.98
13.75,1
13.75,1.02
13.75,1.04
13.75,1.06
13.75,1.08
13.75,1.1
13.75,1.12
13.75,1.14
13.75,1.16
13.75,1.18
13.75,1.2
14,0.4
14,0.42
14,0.44
14,0.46
14,0.48
14,0.5
14,0.52
14,0.54
14,0.56
14,0.58
14,0.6
14,0.62
14,0.64
14,0.66
14,0.68
14,0.7
14,0.72
14,0.74
14,0.76
14,0.78
14,0.8
14,0.82
14,0.84
14,0.86
14,0.88
14,0.9
14,0.92
14,0.94
14,0.96
14,0.98
14,1
14,1.02
14,1.04
14,1.06
14,1.08
14,1.1
14,1.12
14,1.14
14,1.16
14,1.18
14,1.2
14.25,0.4
14.25,0.42
14.25,0.44
14.25,0.46
14.25,0.48
14.25,0.5
14.25,0.52
14.25,0.54
14.25,0.56
14.25,0.58
14.25,0.6
14.25,0.62
14.25,0.64
14.25,0.66
14.25,0.68
14.25,0.7
14.25,0.72
14.25,0.74
14.25,0.76
14.25,0.78
14.25,0.8
14.25,0.82
14.25,0.84
14.25,0.86
14.25,0.88
14.25,0.9
14.25,0.92
14.25,0.94
14.25,0.96
14.25,0.98
14.25,1
14.25,1.02
14.25,1.04
14.25,1.06
14.25,1.08
14.25,1.1
14.25,1.12
14.25,1.14
14.25,1.16
14.25,1.18
14.25,1.2
14.5,0.4
14.5,0.42
14.5,0.44
14.5,0.46
14.5,0.48
14.5,0.5
14.5,0.52
14.5,0.54
14.5,0.56
14.5,0.58
14.5,0.6
14.5,0.62
14.5,0.64
14.5,0.66
14.5,0.68
14.5,0.7
14.5,0.72
14.5,0.74
14.5,0.76
14.5,0.78
14.5,0.8
14.5,0.82
14.5,0.84
14.5,0.86
14.5,0.88
14.5,0.9
14.5,0.92
14.5,0.94
14.5,0.96
14.5,0.98
14.5,1
14.5,1.02
14.5,1.04
14.5,1.06
14.5,1.08
14.5,1.1
14.5,1.12
14.5,1.14
14.5,1.16
14.5,1.18
14.5,1.2
14.75,0.4
14.75,0.42
14.75,0.44
14.75,0.46
14.75,0.48
14.75,0.5
14.75,0.52
14.75,0.54
14.75,0.56
14.75,0.58
14.75,0.6
14.75,0.62
14.75,0.64
14.75,0.66
14.75,0.68
14.75,0.7
14.75,0.72
14.75,0.74
14.75,0.76
14.75,0.78
14.75,0.8
14.75,0.82
14.75,0.84
14.75,0.86
14.75,0.88
14.75,0.9
14.75,0.92
14.75,0.94
14.75,0.96
14.75,0.98
14.75,1
14.75,1.02
14.75,1.04
14.75,1.06
14.75,1.08
14.75,1.1
14.75,1.12
14.75,1.14
14.75,1.16
14.75,1.18
14.75,1.2
15,0.4
15,0.42
15,0.44
15,0.46
15,0.48
15,0.5
15,0.52
15,0.54
15,0.56
15,0.58
15,0.6
15,0.62
15,0.64
15,0.66
15,0.68
15,0.7
15,0.72
15,0.74
15,0.76
15,0.78
15,0.8
15,0.82
15,0.84
15,0.86
15,0.88
15,0.9
15,0.92
15,0.94
15,0.96
15,0.98
15,1
15,1.02
15,1.04
15,1.06
15,1.08
15,1.1
15,1.12
15,1.14
15,1.16
15,1.18
15,1.2
15.25,0.4
15.25,0.42
15.25,0.44
15.25,0.46
15.25,0.48
15.25,0.5
15.25,0.52
15.25,0.54
15.25,0.56
15.25,0.58
15.25,0.6
15.25,0.62
15.25,0.64
15.25,0.66
15.25,0.68
15.25,0.7
15.25,0.72
15.25,0.74
15.25,0.76
15.25,0.78
15.25,0.8
15.25,0.82
15.25,0.84
15.25,0.86
15.25,0.88
15.25,0.9
15.25,0.92
15.25,0.94
15.25,0.96
15.25,0.98
15.25,1
15.25,1.02
15.25,1.04
15.25,1.06
15.25,1.08
15.25,1.1
15.25,1.12
15.25,1.14
15.25,1.16
15.25,1.18
15.25,1.2
15.5,0.4
15.5,0.42
15.5,0.44
15.5,0.46
15.5,0.48
15.5,0.5
15.5,0.52
15.5,0.54
15.5,0.56
15.5,0.58
15.5,0.6
